"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150"
2.41407626662728,4.11382418025232,2.03591118695845,3.10224777246629,2.11557812657292,1.77545470699279,6.10783931518809,2.16016767453621,3.36359654809421,3.15590546957617,2.35021436453246,2.41099860737804,5.20500014351514,2.89923923028352,2.04434103202938,4.19324944053377,2.03726843930301,2.41841192770367,3.91431218563848,4.68764362812346,4.35780943350904,2.84140487763657,1.74901474996718,2.85496148034027,2.67637252360568,2.99001512145151,4.70625545109539,2.10580901939976,2.86835492618264,3.53371963523821,4.51389459696693,3.53289073305086,1.89031696160827,2.09616479232759,3.10759717299685,4.59723773970403,2.35449883488352,2.31600213423505,2.00613916102541,3.15969870367237,2.55967694022432,6.02723665217187,2.24756516997882,2.58055368658373,2.50246987530757,2.36574561178134,2.7848510114733,2.77272217336928,5.74381849843281,2.07722166752798,3.39537619750191,4.47974797726757,2.27529127004519,4.71424527345614,3.45180276164054,5.47616611608918,5.93366730408247,1.94238374926457,3.45524131955999,2.8094965440389,3.91443767182433,1.96154891885319,3.10479327832588,5.2730037745102,4.14196452840163,4.86179364204151,3.0102607951032,2.27618407955034,3.72574443534003,2.01170974463575,2.70752795507171,3.07138090069688,2.03834277322975,6.48581697747962,4.38627476696711,2.28405415286338,2.42201987843197,2.0783670629368,2.62099357960318,2.2170137122371,3.05409286927427,2.73241633532441,2.68823765308247,4.21580958581792,5.53328792926298,2.5904160151534,2.80089925185536,2.44120534533388,1.80479391738343,2.47266237860195,3.23830782599904,3.0561802246832,5.2660530911455,2.42936466415517,1.76863916172,2.13484669254931,4.3276436387163,2.65660014712957,2.11944678911202,1.78224029102588,2.08645874511541,1.88614600082247,4.12845920847705,3.67562336164085,2.14482513529902,2.24460419863454,2.21664473886545,3.03552314786408,1.79003918394857,2.01110843762283,1.94645420717885,2.98021863198629,2.16940989549956,2.86770889676327,2.27875930381659,3.45205271858255,4.09835221111458,4.29069257710027,2.02235917149603,2.28935002524449,2.86814238967792,3.16639628826307,2.61427977397015,2.936832917581,5.30315396168326,2.02458873200241,3.86489995931992,3.66912085918098,1.90764075145821,1.63383857254929,2.70242481250508,1.84352762544008,2.06394419524998,2.81847365096786,2.34635246793557,3.57133237392677,2.85345443574562,2.29424546905481,2.90073077798464,2.36553618618555,1.81257889193329,2.32470169647588,4.25518449872954,1.75909713026078,3.22675259152279,3.35383421822328,2.57866217847204,5.08145174581015,3.18285683668193,2.14791872314781
2.3851565168984,4.07866368899622,2.123064024743,3.08763137705813,2.25419029915924,1.81518270304545,5.70887769793899,2.13444742837335,3.33687235096809,2.86365372371114,2.46550805796588,2.0688362720426,5.3995556733277,2.84767065654065,2.15846529795089,4.06382193608115,1.82345816582667,2.16737802766443,3.95881926115255,4.42786402181224,4.01906630129479,2.97005171251892,1.57630430075172,3.04081964931408,2.4633041823382,2.54989511887278,4.32634838115604,1.85188012225355,2.50014149883217,3.45066599876554,4.50224240413336,3.84409639980022,2.09810519280071,2.11337816374158,3.17281039985945,4.61599056206867,2.12091083209322,2.00402006264882,1.94338334049035,2.99927979688887,2.65537234763409,5.84708193297935,2.19769777833851,2.47902715894415,2.32491923024034,2.36397931343449,2.67032813450889,2.66306687735501,5.61883065336271,2.15752758074337,3.43784541348008,4.19428910589571,2.22367146597112,4.70938076747638,3.38647620140102,5.52098163753127,6.01395811071495,1.90545881522596,3.60040780241591,2.95577632386334,3.72983956700401,1.94845923048693,3.4071642394825,5.31819657088002,4.30635877305903,4.75245591239855,2.80119396351594,2.5185686262365,3.0148621855398,1.9302733761325,2.90235546400036,3.09081797715154,1.85971755433166,6.37484594282533,4.27632583864918,2.2198750601233,2.05144810863065,1.99197148141467,2.30119306259565,2.21649492880919,3.13156385033353,3.30600073733855,2.7970487094905,4.23199715597547,5.56249971773006,2.64521319419316,2.60495635595544,2.2138765030248,2.00340739549166,2.12821205529553,2.85512905394852,3.0372533843705,5.12626900553238,2.23862669492877,1.64652023458192,2.85682970223076,4.00481081990698,2.64925826298309,1.94201186821898,2.00875722913893,2.23431511381214,2.09935407526464,3.79867467806843,3.39397335826501,2.60154033378237,2.50259240370104,2.05222618013018,2.82597260262025,1.82222823159963,1.86993456560198,1.84274156285789,2.9267104844233,2.42111260118404,2.52884926361591,2.2367260578774,3.3355693499918,4.10222429331208,4.15281162681572,2.05964236441543,2.44535580941785,3.15186134288319,2.98443276437784,2.91795944377775,3.15128640669554,5.29186538888988,2.02539806987935,3.37599084736555,3.92646979897497,1.77449155241348,2.27703063189095,2.56867654576769,1.62506126763921,1.98676621186267,2.54287452209009,2.49553896242056,3.29862808711272,2.84307556240158,2.59538497433268,3.0705693459603,2.45596223901722,2.14247616570226,1.89208078053907,4.05069863961061,1.72963531359916,2.98915350609362,3.36213572381157,2.74062661640038,4.88993601270136,2.70832541139756,1.93031707651422
2.29552176421997,4.0855045704073,2.14434369187179,3.07153928707864,2.22942242884061,1.98589860980401,5.67924760144121,2.10044334345532,3.35614119678456,2.81961490356761,2.21337792830233,2.52833776694595,5.34584481025713,2.87196603288099,2.41413067809396,4.22078741019041,2.15818314481328,2.41125921251956,3.92035742617842,4.67173204088548,4.29388714405784,2.94960541995686,1.78746607153565,3.08006189332235,2.56041738075395,3.08821744797645,4.63664436993036,2.19959836856033,2.82670372819711,3.25932146978629,4.56457418487312,3.64637491946973,2.12784232693767,2.00527865360297,3.05420979165355,4.14252657840236,1.95234309754911,2.31877500302752,2.12905977131661,3.21153343161569,2.86928583864672,5.955791354711,2.02602156831202,2.76910751473903,2.45623959724544,2.52027009104844,2.77962346715563,2.83461107262476,5.69964592095825,2.37082623530693,3.48704444182288,4.32752393406965,2.27168246986695,4.65695100937713,3.46649991839144,5.57805715510341,6.15004183397404,1.97045737785767,3.38661304966978,2.71548103134485,3.94461778335897,2.12674232895206,2.69901199115983,5.53703176283309,4.20937931909595,4.96674675296769,2.82346581273841,2.27847691525592,3.47859998867186,2.05353038981908,2.73359039733703,2.84219735001005,2.04149921237643,6.3137948102457,4.3230465525067,2.39136260127642,2.23081939876785,2.0935977121021,2.31921567433468,2.2227947779565,3.07160458398095,3.11677440744995,2.60708680586807,4.35410988824084,5.29103899446662,2.77334468926523,2.66829633386821,2.2265475224022,1.90439771286828,2.43149714894427,2.94526969026444,2.97395836726597,5.37310967873897,2.53658690286407,1.77524871923298,2.43145995341776,4.21811115319276,2.60349249702229,2.08513710011415,1.94774332780563,2.07339293421891,1.97714348288109,3.92149010283189,3.93098247365186,2.23557037279463,1.94791215208624,2.10032287698132,2.71787897137526,1.76255804164794,1.98949419773798,1.89852738941778,2.80551611315094,2.13209862895811,2.57611475066553,2.14636182592144,3.7752194082813,4.18313080744717,4.05432916963921,2.37041846477531,2.26605489989458,3.09471558480572,3.02547389763273,2.77260381589808,3.12447222272253,5.08360285755822,2.09966631003264,3.44973941250869,3.61443683695221,2.08054892981544,1.89807817061969,2.74013458960422,1.66979765300135,1.99826046556307,2.47529494363101,2.58860704538657,3.42547819484863,2.46578098278604,2.53753572785172,3.02958842516842,2.5856229095781,1.84009996854262,2.45831547800526,4.30213652966116,1.8041682999456,3.04611649079609,2.92608883939867,2.74964281840866,5.01290104126925,2.63805062593871,1.95828319680807
2.26047838839013,4.46639060279115,2.20641002358176,3.50526500494519,2.60501389139635,1.88730699606774,5.93503899920372,2.26129486939993,3.75458358594904,2.99441179517732,2.60807290136909,2.92352833602018,5.68835788824048,3.22701070392806,2.52436800392295,4.41774824107,2.21747594444909,2.4345786944609,4.18428629089763,4.91987321031402,5.10773162146855,3.12331516903012,1.78383745464267,2.91230929373293,2.4897359034812,2.91158325312832,5.07385739088824,2.15195863030327,2.36302594113533,3.4473610551335,4.2883229854486,4.195864454366,2.10920656634439,2.38575260287812,3.43617649002498,4.90777716423541,2.3572998346385,2.31122385649956,2.09918500151522,3.11542343085706,2.86249203440477,6.39894809332092,2.18083040019494,2.59031021127805,2.52242119681236,2.38252222894139,2.74920987768207,2.76217187800993,5.76591150660187,2.08985647917713,3.55179306452475,4.44408427564735,2.27108794779515,4.90065417491076,4.06025884457672,5.63274151032387,5.91030631987483,1.90821566211148,3.40710177984343,3.13601795187856,4.26095604365245,1.9507589268818,3.15304477912248,5.60074377127347,4.12050722513446,4.73658361205858,2.6933310904264,2.3475935589931,3.75276316242785,2.03648664100426,2.80509622205588,3.170959342463,1.9326026906923,6.39608702317873,4.12770544278072,2.41009648053801,2.54288332084698,2.10284654259615,2.4665443109546,2.34732740809499,3.0372791836335,2.84840075341132,2.60045294582613,4.74170472647637,5.51481956618285,2.75067156057212,3.05144539960926,2.55554202779548,2.15459898843583,2.25460904920401,2.8226348445368,3.24075270583785,5.94826387121661,2.49900566361944,1.78579996619254,2.62382794056795,4.61029098688569,2.98041642987088,2.00783404316979,1.76438476748726,1.90539328156067,1.91900465620558,3.83332511554049,3.66586532195838,2.27653428532858,2.72188928711767,2.03648301868549,2.6249264570877,1.79649227517958,2.0202629616518,1.93105707857108,2.74865098120635,2.55473155196492,2.94093877280659,2.2373087138634,3.332979895198,4.0541288396812,4.433674065396,2.11625792939497,2.50550405617248,3.63549258519716,3.22948319756007,2.88342407412361,3.4528160623478,5.84507078785494,2.19039629896616,3.5087905574138,3.92638857542174,1.70001726838957,1.93047151356055,2.91811637274703,2.08070659884335,2.21939024242648,2.69842829563039,2.88484702761846,3.65718837422759,2.6996308818204,2.44699960709943,3.08604476604293,2.80863297083525,2.00986095300807,2.20110299167983,4.45560780638416,1.76037189175172,3.10434087452834,4.21778657722095,2.71599485508722,4.96392789132389,2.8993817640687,2.2197415728203
2.22973097421107,4.29143522521446,2.50625543655523,3.22062815879606,2.40467318598773,1.88666390708717,5.9659165495796,2.27431651701633,3.4505375603929,3.30905815264089,2.79685737470029,2.39786858824134,5.68288312771142,3.20831575356962,2.51001944496393,4.29453031535052,2.12332438375759,2.41223143820559,4.0189221453539,4.91974884094852,4.53673000054809,3.16184926331617,1.81248493080786,3.06830953515648,2.48915609960433,3.1587593626051,4.90784278347094,2.21167070477385,2.52928401233062,3.59952138231386,4.8617722425084,3.64155263407393,2.21515770687173,2.25168647591711,3.40526234108826,4.72916716483612,2.45278038792216,2.22393906059315,1.90725964238262,3.13831237007855,2.57011323463332,6.22506780643306,2.05546841873344,2.64297381296612,2.53116721359697,2.63621680855682,2.67156488352114,2.68175697470172,5.70808620988726,2.16640242749876,3.4353471422719,4.51610486253984,2.29354616142011,4.79207081567174,3.57238595286562,5.67091205974836,5.79718272820418,2.01799350850005,3.56384092004403,2.94737937191774,4.11060926001377,2.0238217637648,3.35645449972805,5.51833762529606,4.29376552256186,4.58447289517561,2.85163867668118,2.04384355389651,3.65532576745681,2.15211604401872,3.07263954842184,2.99106840430708,2.05323046240955,6.57015172130843,4.2415630911694,2.48770401259798,2.32584179388993,1.98273617042925,2.41815821823357,2.15080682617887,3.02412890235057,3.84966341764281,2.1813582115903,4.81455376900023,5.62652293661762,2.64941814231144,2.88485025114181,2.57885134937926,1.80532099567524,2.53825606052718,3.02460015323291,2.75370808419347,5.81877974078467,2.81007427171973,2.01553668459218,2.34831123182367,4.44072427145168,2.87041183239082,2.2115669271507,1.79500797952988,1.91690155540578,2.02210952969787,4.04911696231203,3.62185959992735,2.10435020321397,2.62892039337958,2.08877474580245,2.87361707513307,1.8908375893787,1.89176845794972,2.0306665322202,2.79455890564142,2.31162647428922,2.75270180622167,2.25823248464208,3.41024906454566,4.34029623693316,4.00831449628389,1.95033600097507,2.09399661716332,3.41282540524647,2.96823649253017,2.67437835372173,3.27008310985126,4.91713558892542,2.30653968822757,3.75152642963224,3.7271491245659,1.85497017172885,1.91409351400692,2.87995404488011,1.90349854169055,2.03233775835405,2.63296747662101,2.50748333913134,3.6249014228211,3.31593511404917,2.51996469101964,3.23331510741415,2.24811636214382,2.17652765408205,2.07522709349672,4.21892000549692,1.97299515572078,3.07565557879602,4.12378778706983,2.80415481616387,5.23866915786404,2.85069288897916,2.41159804845408
2.3237186079256,4.04279375320038,2.21946019995616,3.0307612911385,2.53996359943416,1.83658627165428,5.97043750480157,1.88024996884824,3.70929861230773,2.86993306799171,2.5765847997654,2.64994786305158,5.50141889783889,2.99170672817849,2.53583356739254,4.10624210718545,1.99017696040936,2.26312831450981,3.978904368154,4.8756618136789,4.86544791414053,3.03255822360366,1.6597280314735,3.19395629690552,2.75401533963666,2.7578306636409,4.89194629354599,2.27676027044586,2.65117996700611,3.56631957582781,4.63766901914795,3.96957854218746,2.19109200652267,2.55230867498914,3.62919756530452,4.70720979111509,2.41648961527098,2.14677875781026,1.80529349444837,2.89809739676044,2.68216018101509,6.38416481245239,2.16680309677039,2.677698027629,2.49650953679643,2.30932566170365,2.86951460521093,2.93578422310164,5.57536802853403,1.90428766166757,3.41073866337293,4.26820975731543,2.77847034545833,4.94399860202176,3.88703295157304,5.59602435975175,5.9621342293865,1.94038927049542,3.19087012467929,3.04424277754709,4.37196447341353,1.98154394584159,2.94593954218156,5.60021704340833,4.19009604231169,4.62219989712007,2.90048697444161,2.14276888229321,3.28398540411186,2.07653189604588,2.93045889555221,3.36091098518902,1.80840059154396,6.51126645696391,4.39286898351253,2.42634767438456,2.07048700953959,2.00730775769504,2.23554162280468,2.11298599242796,2.87870002234509,3.31879425144934,2.53376342248351,4.44454390931379,5.56139947092344,2.71295899845491,2.97448341420208,2.23599313199111,1.79259248039125,1.95819530644277,3.03494104635283,3.11023331523926,5.60803754850585,2.44237880086622,1.78607810499952,2.29415185571338,4.51847809500079,2.93565666866688,1.72415083380003,2.09085591070626,2.30942108959102,2.21081784067556,4.14920920301488,3.56765594002778,2.73719036281118,2.44388378895055,2.14280416669956,2.78120355744057,1.82850076555213,1.96256004882991,1.86782163260754,3.32331235159504,2.50569363646679,2.38512070562896,2.23376203041913,3.60628440827108,4.40661347613958,3.86922114807973,2.1676405428503,2.62391332920517,3.50830211429924,3.31261695513487,2.7974728940949,3.01639936903417,5.54831459542529,2.27580875461416,3.82337628668274,3.74089546411634,1.89828458017659,1.86658745545881,2.769477860431,1.99877758586603,2.19361389500655,2.36998440038566,2.46125979619752,3.66295849048236,3.31942632572565,2.04559158923877,3.27920294211294,3.27305432611823,2.40427847969039,2.31360072056111,4.27847429290469,1.81383214155301,3.03061994722375,3.78365837035788,2.74627508474975,5.12392538573292,2.84093328432551,2.22657307336186
2.55703202864964,4.19690347174497,2.12240523955932,3.49503410995212,2.35368555661919,2.1008576779298,6.33875566403147,2.01928537935063,3.61569233360616,3.2060970003931,2.54178604651362,2.26714329120422,5.43686434363622,2.86346582158553,2.2664233678844,4.43444813002224,2.19959171341718,2.41537131114685,4.08518506384989,4.89466956787696,4.42980626188786,2.87407267747868,1.57880336758672,3.02522191831911,2.59978429516615,3.03359370510437,5.01793819700152,2.02191412801235,2.65805903170838,3.39288165026838,4.5741579904475,3.75710679149874,1.7971301143521,2.47329906296124,2.97462063343189,4.62945099487787,2.26541413067554,2.26562533553855,2.23623772342613,3.26034913004578,2.73234843610675,6.25355993341712,2.2133278341886,2.81825306283137,2.55849952697305,2.59104970170352,2.65011206091619,2.9745044774808,5.70090675387869,2.10425141404088,2.95223533377635,4.45426317701833,2.21159651739183,4.74109825493707,3.70023484075036,5.71077140470164,5.82642742897194,2.03723487394733,3.5732874251889,2.95207027990874,3.98651033162254,2.33811129964401,3.28286032319212,5.42167266053496,4.27388400591326,4.77746066164342,2.61545496260376,2.18574785418203,3.7728120513517,2.35949155831179,3.00779730095592,2.99503960530608,2.18017998519999,6.54807182750406,4.40849414010577,2.36552257310671,2.62510209029496,2.04078415285981,2.46188658678066,2.2594713523784,2.9449586943356,3.49647849912877,2.38407143472885,4.55266964562621,5.7439298784349,2.86246939312196,3.16852936487309,2.3329012994392,2.00088454651517,2.19768394213511,3.12239581753552,2.89172129025595,5.25304645542206,2.25664353040563,2.11196583708865,2.72254324848556,4.63553499474101,2.66194192828361,1.88439407398471,1.92133475770567,2.10821294830963,2.33730121878756,4.22970286755899,3.71532740726815,2.48308022580578,2.59469304675125,2.04203155922118,2.83297923744001,1.8348111593858,2.03404247880355,1.80776006900023,2.98818411363464,2.2078804933237,2.93538633758602,2.45383570063904,3.36893091478026,4.21252483022091,4.40478911207379,2.22517808364751,2.12496875452278,3.57039451059381,3.11217940528446,2.72744460470132,3.00474112275288,5.05369796506246,2.06983739064413,3.50155590293329,3.91640674507259,2.18633408340582,1.84550652925024,2.86073749670109,1.86304872983429,2.08202074156146,2.84561899373909,2.48250554075757,3.50705307405817,3.09809500755848,2.30686337152383,2.93028063006239,2.51685045149135,2.23746983073224,2.28302785980725,4.23365989541896,2.05208893878158,3.06718122269905,4.10722770433255,3.0901123271338,5.00649279813914,2.8463534280689,2.29917640188846
2.44176484485579,4.14854470979651,1.96898476980078,3.23011573132582,2.24070360657049,1.89605148505894,6.16612906309347,2.01257647953335,3.65259523348983,3.26132223884599,2.46204063678626,2.61926575423225,5.42666953473213,2.87948410994848,2.35263899470224,4.35516894620864,2.25555804803145,2.45638835346455,4.10669634153173,4.7794962123263,4.32043401184339,2.96240582035948,1.64692956594295,3.20726778049709,2.85573626207998,2.90633557757772,4.87156748882592,2.17104684383982,2.64826774267202,3.32864516482997,4.62333238006106,3.70873502905719,2.21538297668811,2.36504464993131,3.42678923510942,4.64283568549887,2.23426511445273,2.13739049090914,1.75207772206039,3.3211257119915,2.73867277735375,6.05959765567977,2.26783634222641,2.40652077349398,2.55903256275569,2.6335693236171,2.77108196398172,2.76407433942439,5.86338753672962,2.18353133925899,3.63026283980812,4.51646955262155,2.47136133035871,4.80739937719342,3.40861889488491,5.77163971267222,5.71892380576295,1.99926284834623,3.56428575045016,2.8652381955118,3.83796829403068,2.13840105103205,3.29386411211911,5.33646585606059,4.22416600143467,4.97808774215004,2.93814139064474,2.34687802699775,3.77114916488468,2.05510872265491,2.75173358088775,3.13726349942535,2.19282421691179,6.62869684143697,4.42513678132305,2.59144412000748,2.56229471111215,2.25829988287309,2.70197053551754,2.28757060231721,3.16164693637506,3.05912708883622,2.5355737910196,4.57372624220189,5.84614634143747,2.77593350692422,3.05478829154372,2.61612355541086,1.80612737458943,2.51598657988704,3.08397762743097,2.83772556192551,5.43806529203536,2.39380752609469,1.84387786381375,2.54794084482022,4.46129205717476,2.68366816768021,2.16555064455266,1.84267947277518,2.24484157497109,2.10185964063906,4.04459002659073,3.71408244501986,2.36141236576972,2.51101434630299,2.0412504699376,3.0451203584862,1.81149170642231,1.95066218950417,1.71439448248195,3.0579007228108,2.21193563380426,2.59364772738767,2.35172002976546,3.53419275600197,4.55214776904079,4.29795994550036,1.91078539585649,2.15703741946924,3.41827583200081,3.19086331032236,2.7889210047878,2.85887402564822,5.52840109981259,1.99576014311531,3.57988540631694,3.85691956311686,2.13981741559812,1.88542227843795,2.84678079605414,2.1598278731531,2.14113741117133,2.88455707398389,2.50861827646431,3.64389520309767,3.12828532816162,2.61052861390559,2.78508066489103,2.53413251656336,1.95740050086447,2.46990546988933,4.21280590983389,1.89836018289938,3.18329939608277,3.76438255880171,2.74752866001629,5.11597022167898,2.9593035548952,2.38584694140192
2.60470665478019,4.23434134694338,2.16755249400694,3.39476943824786,2.29408811272294,2.08926978081473,6.19062080309601,2.03060831163563,3.65505976324513,3.18775151542988,2.56426431986525,2.42446170786671,5.44884761391643,3.13715149724058,2.17217103336232,4.53717865617392,2.26946045291309,2.4799029984474,4.17214151703828,4.91214225327758,4.70067634331559,2.86670554494516,1.63988528501921,3.29767336885866,2.55273964557249,3.05573775752398,4.96443097359428,2.31562823262204,3.06066546523994,3.48984390408531,4.71840531159403,3.84257215923568,2.04244555781029,2.45332227400934,3.47203534029619,4.74794580594453,2.35760188905985,2.41595076300557,2.03786306789666,3.29020696816663,2.53997101061214,6.20302195206228,2.36269700396426,2.81118359730585,2.48005945954172,2.79380276375085,2.84690609283279,2.63404649012691,5.82472125462577,2.15140648489703,3.45675239295252,4.57990169084401,2.36080989088833,4.97309788679567,3.59297183279815,5.63507682196106,5.95284892472123,2.11250101266341,3.55281087451838,2.9907275449847,4.34946470593553,2.21584257321983,3.06705823202784,5.48478803875,4.31987928169188,5.12545047704316,2.8573716578354,2.16686363056381,3.51232484335869,2.30877452981799,3.32628778353971,2.59577176370137,2.17121140376688,6.62689089996783,4.49452206395427,2.53425513820108,2.4499085707831,2.33597573822208,2.69939625297844,2.08073148521324,2.90693261953823,3.66736207516429,2.77130596853604,4.6480033093568,5.99136472765528,2.94110954046345,3.35860982730495,2.44492354199411,1.74490108322329,2.45610963505168,2.91506849795207,3.17618122495465,5.43049978145051,2.63953733946549,1.80728832513325,2.92374791015948,4.46115849100931,2.84924369490199,2.05301522588366,1.96875854004328,2.23782251426259,2.26338106480336,4.30773012029837,3.4030321049691,2.26872813079211,2.56516446080055,2.14095074331745,2.85918154715418,2.45780316411738,2.0200502988589,2.15146541166071,2.9799181098966,2.33945895006937,2.71570174424945,2.2697786639145,3.58952488701054,4.28842712468527,4.38752930509113,1.84295560671635,2.42002589914903,3.6348229786763,3.20767603184476,2.78186706478863,2.96174019751022,5.23460853396972,2.37701563957641,3.92848340454083,4.24041754014978,2.13250563281723,1.91186229489162,3.09777945924169,1.85865946311433,2.21405630487556,2.83677952490979,2.40290878633036,3.79822587847683,3.19848558534273,2.49513754477519,2.81119015657273,2.5983717270283,2.28625713148481,2.43523210113613,4.68241928820417,1.82433664275616,2.98630213777159,4.04858110147142,3.36813123494338,5.09026973863767,3.14922684297808,2.11950711736774
2.36467001975638,4.1831442454943,1.86621677330839,3.16902381828524,2.37175487267418,1.98381623097139,5.74845517318227,2.14253509191557,3.22447212846778,3.14628542876027,2.42236767990246,2.28659032710144,5.40990647400487,3.03690518925929,2.34408599528038,4.10893880240623,2.18406662235311,2.35665247244012,3.89831242792859,4.80125666150516,4.33967347962861,2.98758412661735,1.68318383004079,3.34036616026447,2.77319854241962,2.76003660320213,4.73276454148118,2.33891507555199,2.77424135100326,3.36029441468587,4.53714364524319,3.7995881552296,2.0666933608852,2.32884772011775,3.20528946750859,4.58952494207099,2.14097724449692,2.37621938976003,1.98415508599741,3.03660635424036,2.56257935201888,6.22419915940064,2.11382955099325,2.5837280076812,2.25839604132883,2.42424668906694,2.69607414072724,2.81833022764641,5.74628466303796,2.27599394410197,3.35497430229863,4.41551956923657,2.38887801689859,4.73200657638835,3.47897663390814,5.29552090303307,5.76881326996127,2.01928173942472,3.23823592671938,2.70415271444199,4.01565072596466,2.16469316485961,3.13546883110721,5.34242153892067,3.89277514414801,4.83210680809046,2.93531010969442,2.18725802496099,3.83175231242467,2.09141618386143,2.81716948872407,2.92921075997771,1.98002566741586,6.36977898859564,4.30634132759505,2.33238616351067,2.39590642747525,2.02839271286559,2.47506377905224,2.27490808550632,3.1681039888021,3.1995920712496,2.35242536395745,4.33582459087008,5.80606536089784,2.55528229514188,3.15907342840133,2.28244857465934,1.88194713151516,2.20117979018259,2.58685823365869,2.94394672006155,5.32100511985673,2.40035259835607,1.84269576996424,2.48147337094547,4.41934260721915,2.68207905767987,2.16322591808394,1.79973138922404,2.07290688568506,1.96152602519191,3.95233063055331,3.48018741254957,2.61505275818873,2.31670217781862,1.97349926516455,2.79030287439131,2.07809739688125,1.9055157871149,1.84681125974842,2.85027571679012,2.4755332260666,2.68556893001462,2.12971618184078,3.55552768913863,4.22452798955923,4.2824607828268,1.98087813096538,2.16117279655575,3.249330434155,2.98063922474049,2.6252582518844,2.93647540553752,5.14532224997324,2.06908465077832,3.6871233347334,3.7690843708426,1.87988000882944,1.68521355440969,2.51957396096158,2.00355018425781,2.11035635534486,2.73137346059828,2.54395501659578,3.42935182712724,2.83436928078168,2.38678200851101,2.90272172492454,2.60568306998032,2.00691027779873,1.99466524044328,4.22230336612297,1.74106721496765,2.89993001380423,3.75044380212059,2.90833929635447,4.95740228863168,2.86284852489592,2.28996038251125
